species	scaffold	mixed_groups	genestring	charAcount	charBcount	m	mode	mean	bases_covered_mixing	scaffold_total_bases	percent_scaffold_mixing	m_percent_of_way_to_mode	p_value_unmixed	num_iterations
Acrassa	OZ181684.1	ALG_49+ALG_70	AAAABBAAABBBBAABAAB	8	11	0.7261146496815286	0.9681528662420382	1.0020551592356688	5958385	6541369	91.08773713881604	74.99999999999999	0.19694	100000
Hpanicea	NC_087389.1	ALG_49+ALG_70	BBBBBBBABBAAAAAAAAAAA	12	9	0.2153846153846154	1.076923076923077	0.999294153846154	124595	6571531	1.895981316986864	20.0	0.0006	100000
Celegans	NC_003282.8	ALG_49+ALG_70	BABBAABAAAABAAB	9	6	1.1290322580645162	0.9677419354838712	1.0009564516129033	11868547	17493829	67.84419237206446	100.0	0.76146	100000
Hsymbiolongicarpus	NC_079888.1	ALG_49+ALG_70	BAABBBAAAABBAABBAAAB	11	9	0.7865168539325842	1.0112359550561798	1.000758426966292	13268765	24932500	53.21875062669207	77.77777777777777	0.25503	100000
Bmicroptera	NC_087073.1	ALG_49+ALG_71	AAABBAABABBABAAABABAB	9	12	1.2923076923076924	1.076923076923077	1.0005466153846154	7576165	23028209	32.89949730784535	100.0	0.9309	100000
Acrassa	OZ181684.1	ALG_49+ALG_71	ABBAABAABBAABABAAAB	8	11	1.2101910828025475	0.9681528662420382	0.9989074522292996	6133512	6541369	93.7649595979068	100.0	0.86083	100000
Davara	NC_089278.1	ALG_49+ALG_71	ABBAABAABABABAAABABA	8	12	1.511627906976744	0.9302325581395348	1.0001139534883718	8850897	39469004	22.42493121944501	100.0	0.99354	100000
Cowczarzaki	NW_011887294.1	ALG_49+ALG_71	AABABBAAABAABABBAABAB	9	12	1.2923076923076924	1.076923076923077	0.9997367692307692	440631	2526311	17.4416768165123	100.0	0.93041	100000
Mleidyi	CM108484.1	ALG_49+ALG_71	AAAABABBABBAABBAAAB	8	11	0.9681528662420382	0.9681528662420382	0.9989026114649682	12486065	20866784	59.837035740629695	100.0	0.54921	100000
Hpanicea	NC_087389.1	ALG_49+ALG_71	AAAABABABAABABBABAAB	12	8	1.395348837209302	0.9302325581395348	0.9992802325581394	3034548	6571531	46.17718458605765	100.0	0.97114	100000
Hsymbiolongicarpus	NC_079888.1	ALG_49+ALG_71	ABBAAAAABABABABAABB	11	8	1.2101910828025475	0.9681528662420382	0.9986593630573246	13268765	24932500	53.21875062669207	100.0	0.86383	100000
Olobularis	NC_089178.1	ALG_49+ALG_71	ABBAABBAABAABBAAAABAB	9	12	1.076923076923077	1.076923076923077	1.0019886153846154	2560595	3662450	69.91481112370136	100.0	0.70784	100000
Ccandelabrum	NC_085106.1	ALG_49+ALG_71	ABBAABBAABBAABAABBAAA	12	9	0.9692307692307692	1.076923076923077	1.000514307692308	3978295	5744123	69.2585273678854	89.99999999999999	0.53332	100000
Pverrucosa	NC_089322.1	ALG_49+ALG_71	ABBAABAABABABAABABBAA	12	9	1.4	1.076923076923077	0.9987772307692308	13412573	21513206	62.3457656659821	100.0	0.97525	100000
Nvectensis	NC_064034.1	ALG_49+ALG_71	ABAABBAABABABAABAABAB	9	12	1.507692307692308	1.076923076923077	1.000678	17318691	22168631	78.12251013605666	100.0	0.99315	100000
Srosetta	NW_004754924.1	ALG_49+ALG_71	ABABAB	3	3	2.0	1.0	0.998865	119333	1852485	6.44177955556995	100.0	1.0	100000
Dpulex	NC_060026.1	ALG_49+ALG_71	BABABABAB	5	4	2.032258064516129	1.161290322580645	1.0018799999999997	10743382	16340441	65.7471973981608	100.0	1.0	100000
Celegans	NC_003282.8	ALG_49+ALG_71	AABABBAAAABABABB	9	7	1.1636363636363636	0.8727272727272727	1.0003301818181818	10483242	17493829	59.92537139810844	100.0	0.80431	100000
Sciliatum	NC_088644.1	ALG_49+ALG_71	ABBABBAABBAABABAB	9	8	1.3385826771653544	1.0708661417322831	0.9998034645669291	20033491	50554555	39.62746977003358	100.0	0.93866	100000
Sciliatum	NC_088643.1	ALG_49+ALG_72	BBBBBBBABAA	3	8	0.5945945945945946	0.891891891891892	1.000467837837838	4326177	97974678	4.415607265379326	66.66666666666666	0.23631	100000
Sciliatum	NC_088643.1	ALG_49+ALG_74	BBAABBBBAB	3	7	0.9375000000000002	0.9375000000000002	1.0006781250000003	49278300	97974678	50.29697571448002	100.0	0.58381	100000
Cowczarzaki	NW_011887294.1	ALG_49+ALG_74	AAAAAAAAAAAABBBBBBB	7	12	0.0	1.0201342281879195	1.0010793959731543	0	2526311	0.0	0.0	3e-05	100000
Cowczarzaki	NW_011887294.1	ALG_49+ALG_75	AAAAABAAAAAAABBBBBB	7	12	0.2550335570469799	1.0201342281879195	1.0001600000000002	334580	2526311	13.24381677473597	25.0	0.00309	100000
Sciliatum	NC_088643.1	ALG_5+ALG_10	ABBAABBAAAB	5	6	0.8979591836734695	0.8979591836734695	1.00182612244898	42693427	97974678	43.5759809284599	100.0	0.51864	100000
Sciliatum	NC_088646.1	ALG_5+ALG_10	AAABAAAABB	3	7	0.6250000000000001	0.9375000000000002	1.0016937500000005	17112686	42331803	40.42512906903588	66.66666666666666	0.28194	100000
Sciliatum	NC_088643.1	ALG_5+ALG_11	BBBBAAAAAA	6	4	0.0	1.052631578947368	1.0013973684210524	0	97974678	0.0	0.0	0.00928	100000
Davara	NC_089281.1	ALG_5+ALG_12	AAAAAAAAAAAAAABBBBBBBB	8	14	0.0	0.9801980198019802	1.0002855445544556	0	30661186	0.0	0.0	1e-05	100000
Sciliatum	NC_088643.1	ALG_5+ALG_12	ABAABABAA	3	6	1.6666666666666667	1.0	0.998	39943843	97974678	40.76955782391038	100.0	1.0	100000
Celegans	NC_003283.11	ALG_5+ALG_12	BAAABAAAAAAAAABB	12	4	0.6	1.0	0.999642	11726795	20924180	56.04422730066363	60.0	0.15519	100000
Sciliatum	NC_088646.1	ALG_5+ALG_12	AAABAAAABB	3	7	0.6250000000000001	0.9375000000000002	1.0001875000000002	17036831	42331803	40.245937551963	66.66666666666666	0.28348	100000
Sciliatum	NC_088643.1	ALG_5+ALG_13	ABBBAABAAA	4	6	0.7894736842105262	1.052631578947368	0.9998421052631578	42109754	97974678	42.9802423030163	75.00000000000001	0.40631	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_14	BABAAAAAAAAAAAAABBBBBB	8	14	0.3267326732673267	0.9801980198019802	1.0010914851485149	1259636	2526311	49.86068619421757	33.333333333333336	0.00334	100000
Sciliatum	NC_088643.1	ALG_5+ALG_15	BBAAABAAA	6	3	0.6666666666666666	1.0	0.9981966666666668	47248640	97974678	48.22535880138336	66.66666666666666	0.34628	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_18	BBBBBABBAAAAAAAAAAAAA	7	14	0.24	1.08	0.9992448000000004	235817	2526311	9.33444061321033	22.222222222222225	0.00151	100000
Dpulex	NC_060020.1	ALG_5+ALG_19	AABABBA	3	4	1.2352941176470589	0.823529411764706	1.000085882352941	1890406	9193997	20.561307557529112	100.0	0.80097	100000
Davara	NC_089281.1	ALG_5+ALG_21	AAAAAAAAAAAAAABBBBBB	6	14	0.0	0.9459459459459462	1.000660810810811	0	30661186	0.0	0.0	2e-05	100000
Sciliatum	NC_088643.1	ALG_5+ALG_21	ABAABBAABA	4	6	1.3157894736842102	1.052631578947368	1.0016710526315786	35868894	97974678	36.610371916710974	100.0	0.88021	100000
Sciliatum	NC_088646.1	ALG_5+ALG_25	AAAABAAABBB	4	7	0.4888888888888889	0.9777777777777776	0.9997777777777778	9349334	42331803	22.08583933927879	50.0	0.1424	100000
Davara	NC_089281.1	ALG_5+ALG_25	AAAAAAAAAAAAAABBBBBB	6	14	0.0	0.9459459459459462	0.9998594594594594	0	30661186	0.0	0.0	7e-05	100000
Davara	NC_089281.1	ALG_5+ALG_27	AAAAAAAAAAAAAABBBBB	5	14	0.0	1.0991735537190084	0.999993553719008	0	30661186	0.0	0.0	0.0001	100000
Sciliatum	NC_088646.1	ALG_5+ALG_28	AAABBAAABA	3	7	0.9375000000000002	0.9375000000000002	0.9983000000000004	11576828	42331803	27.347826408433395	100.0	0.58411	100000
Sciliatum	NC_088643.1	ALG_5+ALG_30	BABAABAAA	6	3	1.3333333333333333	1.0	0.99805	45493721	97974678	46.43416230467224	100.0	0.88051	100000
Sciliatum	NC_088646.1	ALG_5+ALG_33	BBAAAAAAAB	7	3	0.3125	0.9375000000000002	0.9987250000000004	19058203	42331803	45.02100465694787	33.33333333333333	0.08388	100000
Sciliatum	NC_088643.1	ALG_5+ALG_34	BBABBAAAAA	6	4	0.5263157894736841	1.052631578947368	1.001510526315789	5068250	97974678	5.173020318576603	50.0	0.18917	100000
Sciliatum	NC_088643.1	ALG_5+ALG_40	BBBAAAAAA	6	3	0.0	1.0	1.0009633333333332	0	97974678	0.0	0.0	0.02338	100000
Bmicroptera	NC_087078.1	ALG_5+ALG_40	AAAAAABABBAABAAAABA	5	14	1.0991735537190084	1.0991735537190084	1.0003327272727274	13072222	20109789	65.00427229743684	100.0	0.7658	100000
Mleidyi	CM108479.1	ALG_5+ALG_40	ABAAAABAAABABAAAABA	5	14	1.4132231404958675	1.0991735537190084	0.9999197520661156	13422979	15865815	84.60314834126076	100.0	1.0	100000
Ccandelabrum	NC_085089.1	ALG_5+ALG_42	BABAABAABBAAAAAAAAA	14	5	0.9421487603305786	1.0991735537190084	0.999861652892562	2884694	8979813	32.12421015894206	85.71428571428571	0.49466	100000
Olobularis	NC_089181.1	ALG_5+ALG_42	AAABAAAAAABBBAAABA	5	13	0.8035714285714286	1.125	0.9990192857142856	2575601	3501993	73.5467203960716	71.42857142857143	0.33044	100000
Acrassa	OZ181681.1	ALG_5+ALG_42	AABAABAAAAABAABA	4	12	1.4	1.0	1.001494	6510913	7182524	90.64937339575891	100.0	1.0	100000
Nvectensis	NC_064040.1	ALG_5+ALG_42	BBAAAABAAAAAAABABAA	5	14	0.9421487603305786	1.0991735537190084	0.999535041322314	10068816	17865913	56.35769076005239	85.71428571428571	0.49645	100000
Pverrucosa	NC_089318.1	ALG_5+ALG_42	AAAABAABABBAABAAAAA	14	5	1.0991735537190084	1.0991735537190084	0.9998145454545454	15760923	25701147	61.323811734939305	100.0	0.76744	100000
Hpanicea	NC_087391.1	ALG_5+ALG_42	AABAABAAABBAAAABAAA	14	5	1.0991735537190084	1.0991735537190084	0.9994486776859504	2846527	5981790	47.58654182109369	100.0	0.7665	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_42	AABBAAAAAAAABBAAABA	5	14	0.7851239669421488	1.0991735537190084	1.0008038016528926	483671	2526311	19.145346713053144	71.42857142857143	0.29707	100000
Davara	NC_089281.1	ALG_5+ALG_42	AABAABBAAAAAABAABAA	5	14	1.0991735537190084	1.0991735537190084	1.001245041322314	6787160	30661186	22.135999566357285	100.0	0.76366	100000
Sciliatum	NC_088643.1	ALG_5+ALG_42	BAABAAAAB	6	3	1.0	1.0	0.9981733333333332	52669515	97974678	53.75829354601196	100.0	0.64511	100000
Sciliatum	NC_088646.1	ALG_5+ALG_44	AAAAAAABBB	3	7	0.0	0.9375000000000002	1.0001687500000005	0	42331803	0.0	0.0	0.01679	100000
Davara	NC_089281.1	ALG_5+ALG_44	AAAAAAAAAAAAAABBBBB	5	14	0.0	1.0991735537190084	1.001106859504132	0	30661186	0.0	0.0	0.00012	100000
Hsymbiolongicarpus	NC_079883.1	ALG_5+ALG_45	AAAAAAABAABAAABAA	14	3	1.2686567164179103	1.2686567164179103	0.9994502985074628	2628139	32621594	8.056439547374662	100.0	1.0	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_45	BBBBBAAAAAAAAAAAAAA	5	14	0.0	1.0991735537190084	1.0003138842975208	0	2526311	0.0	0.0	0.0001	100000
Srosetta	NW_004754930.1	ALG_5+ALG_45	BBBAAA	3	3	0.0	1.0	0.998415	0	2372320	0.0	0.0	0.10146	100000
Davara	NC_089281.1	ALG_5+ALG_46	ABBAABBABBABAABABABBABAABABAB	15	14	1.4833759590792837	1.0383631713554986	0.9997241943734012	13804789	30661186	45.02366281591325	100.0	0.99668	100000
Acrassa	OZ181681.1	ALG_5+ALG_46	ABBAABBAABBABBAABBAABABAB	13	12	1.2195121951219512	1.0452961672473868	1.0015548780487806	6929497	7182524	96.47718545736846	100.0	0.89307	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_46	ABBAABBAABBAABBABAABBAABBAABB	15	14	1.0383631713554986	1.0383631713554986	0.9998539897698208	1259636	2526311	49.86068619421757	100.0	0.65213	100000
Pverrucosa	NC_089318.1	ALG_5+ALG_46	ABBAABBAABBBAABABABBABAABABAB	14	15	1.3350383631713554	1.0383631713554986	0.998901662404092	23581354	25701147	91.75214631471503	100.0	0.97371	100000
Ccandelabrum	NC_085089.1	ALG_5+ALG_46	ABBAABBAABBAABBABAABBAABBAAB	14	14	1.0769230769230769	0.9230769230769232	1.000403076923077	7867334	8979813	87.61133444538322	100.0	0.72123	100000
Abeatrix	OY725499.1	ALG_5+ALG_46	ABBABAABAB	5	5	1.5	1.0	0.9988325	1621239	4769420	33.992372238133775	100.0	0.9611	100000
Mleidyi	CM108479.1	ALG_5+ALG_46	ABBAABBABBABAABABABBABAABABAB	15	14	1.4833759590792837	1.0383631713554986	0.9993118158567772	13950705	15865815	87.92933108069141	100.0	0.99681	100000
Dpulex	NC_060020.1	ALG_5+ALG_46	ABBABABAB	5	4	1.7419354838709675	1.161290322580645	0.9998187096774191	4557515	9193997	49.5705513064666	100.0	0.99187	100000
Bmicroptera	NC_087078.1	ALG_5+ALG_46	ABBAABBAABBAABBABAABBAABBABAB	15	14	1.1867007672634269	1.0383631713554986	0.9996596675191816	18543774	20109789	92.2126731414238	100.0	0.87501	100000
Harmigera	NC_087139.1	ALG_5+ALG_46	ABBAABBABAABBAAB	8	8	1.1428571428571428	1.0	1.001	7996294	10744191	74.42434707275774	100.0	0.78462	100000
Olobularis	NC_089181.1	ALG_5+ALG_46	ABBAABABBAABBAABABBAABBAAB	13	13	1.1666666666666667	1.0	1.000334166666667	3162989	3501993	90.31968367726606	100.0	0.84123	100000
Srosetta	NW_004754930.1	ALG_5+ALG_46	ABABAB	3	3	2.0	1.0	1.002	595544	2372320	25.103864571390037	100.0	1.0	100000
Hsymbiolongicarpus	NC_079883.1	ALG_5+ALG_46	ABBAABBAABBAABBABAABBAABBABAB	14	15	1.1867007672634269	1.0383631713554986	1.0004777493606136	22235862	32621594	68.16301496487266	100.0	0.87395	100000
Srosetta	NW_004754931.1	ALG_5+ALG_46	ABABBBAABBAABAB	7	8	1.2371134020618555	0.9278350515463918	0.9990278350515462	1372115	2355804	58.244021998434505	100.0	0.86698	100000
Nvectensis	NC_064040.1	ALG_5+ALG_46	ABBAABBAABBAABBABAABBABABABAB	15	14	1.3350383631713554	1.0383631713554986	0.9993985933503836	11417572	17865913	63.907016674714576	100.0	0.97377	100000
Sciliatum	NC_088643.1	ALG_5+ALG_46	BABABABABABAB	6	7	2.014084507042253	1.0985915492957743	0.9991378873239436	52669515	97974678	53.75829354601196	100.0	1.0	100000
Sciliatum	NC_088646.1	ALG_5+ALG_46	ABABBAABABBAAB	7	7	1.3333333333333333	1.0	0.99974	19058203	42331803	45.02100465694787	100.0	0.92149	100000
Bcyanae	OZ177749.1	ALG_5+ALG_46	ABBABAABAB	5	5	1.5	1.0	1.0013825	768109	4324414	17.762152282367044	100.0	0.95985	100000
Celegans	NC_003283.11	ALG_5+ALG_46	ABBAABBAABBAABBABAABBAAB	12	12	1.0909090909090908	1.0	0.9998572727272724	11726795	20924180	56.04422730066363	100.0	0.73672	100000
Hpanicea	NC_087391.1	ALG_5+ALG_46	ABBAABBAABBAABBABAABBAABBABAB	14	15	1.1867007672634269	1.0383631713554986	0.9996025575447568	5945188	5981790	99.38810957923964	100.0	0.87415	100000
Srosetta	NW_004754930.1	ALG_5+ALG_47	BBBABBBAA	3	6	0.6666666666666666	1.0	1.00009	189849	2372320	8.002672489377487	66.66666666666666	0.34645	100000
Sciliatum	NC_088643.1	ALG_5+ALG_48	BBBBAAAAAA	6	4	0.0	1.052631578947368	1.0000763157894734	0	97974678	0.0	0.0	0.0101	100000
Sciliatum	NC_088643.1	ALG_5+ALG_49	ABBAAAABA	3	6	1.0	1.0	0.9999666666666666	49278300	97974678	50.29697571448002	100.0	0.643	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_49	BBBBBABBBBBBBAAAAAAAAAAAAA	12	14	0.1677419354838709	1.0064516129032255	0.9996027096774192	334580	2526311	13.24381677473597	16.666666666666664	2e-05	100000
Sciliatum	NC_088643.1	ALG_5+ALG_50	BBBBBBABAAAAA	6	7	0.3661971830985915	1.0985915492957743	1.001197746478873	6267380	97974678	6.396938604891357	33.333333333333336	0.04285	100000
Srosetta	NW_004754930.1	ALG_5+ALG_50	BBBBAAA	3	4	0.0	0.823529411764706	0.9998923529411764	0	2372320	0.0	0.0	0.05682	100000
Sciliatum	NC_088646.1	ALG_5+ALG_51	BAAABBABABAABBB	7	8	1.0824742268041236	0.9278350515463918	1.0006716494845362	19058203	42331803	45.02100465694787	100.0	0.70201	100000
Acrassa	OZ181681.1	ALG_5+ALG_51	ABABAABBBBABAAAABBAABA	10	12	1.110091743119266	1.0091743119266057	1.0010292660550462	6549236	7182524	91.18293235080036	100.0	0.75368	100000
Olobularis	NC_089181.1	ALG_5+ALG_51	AAABBBAAAAAAABBBAABBBBA	10	13	0.4852320675105485	0.970464135021097	0.999215105485232	2874928	3501993	82.0940533005063	50.0	0.01694	100000
Nvectensis	NC_064040.1	ALG_5+ALG_51	BBAAAABAABABABAAABBABABA	10	14	1.3124999999999998	1.0312499999999998	0.9991781249999998	11361205	17865913	63.59151642572088	100.0	0.95273	100000
Pverrucosa	NC_089318.1	ALG_5+ALG_51	BAAAAABAAAABBBBBAABBAAAB	14	10	0.6562499999999999	0.9375	1.0000659374999998	23581354	25701147	91.75214631471503	70.0	0.08472	100000
Celegans	NC_003283.11	ALG_5+ALG_51	AAAABAAAABABAABA	12	4	1.4	1.0	0.999688	6256858	20924180	29.90252425662559	100.0	1.0	100000
Hpanicea	NC_087391.1	ALG_5+ALG_51	AAAAAABABBBAAAAABBBBBABA	14	10	0.6562499999999999	0.9375	0.9990543749999998	5099980	5981790	85.25842598954495	70.0	0.08651	100000
Davara	NC_089281.1	ALG_5+ALG_51	BBABABAAABAAAAABBBBBAAAA	10	14	0.7499999999999999	1.0312499999999998	0.9992596874999998	13017331	30661186	42.45540599766754	72.72727272727273	0.17837	100000
Hsymbiolongicarpus	NC_079883.1	ALG_5+ALG_51	BAABABBBAAAAAAAABAAABB	14	8	0.7623762376237624	0.9801980198019802	0.9997159405940592	22235862	32621594	68.16301496487266	77.77777777777779	0.21418	100000
Dpulex	NC_060020.1	ALG_5+ALG_51	BBAAABBAB	5	4	0.8709677419354839	1.161290322580645	0.9988693548387094	4557515	9193997	49.5705513064666	75.00000000000001	0.50114	100000
Ccandelabrum	NC_085089.1	ALG_5+ALG_51	AAABBABBABBAAAAAABAAABBB	14	10	0.7499999999999999	1.0312499999999998	1.0005684375	7316684	8979813	81.47924683955	72.72727272727273	0.17686	100000
Sciliatum	NC_088646.1	ALG_5+ALG_53	AAABAAAABB	3	7	0.6250000000000001	0.9375000000000002	0.9996156250000005	17112686	42331803	40.42512906903588	66.66666666666666	0.28297	100000
Sciliatum	NC_088643.1	ALG_5+ALG_53	ABBAABBAAAB	5	6	0.8979591836734695	0.8979591836734695	1.0006677551020409	42693427	97974678	43.5759809284599	100.0	0.52073	100000
Sciliatum	NC_088643.1	ALG_5+ALG_54	BBAAABAAA	6	3	0.6666666666666666	1.0	1.00304	47248640	97974678	48.22535880138336	66.66666666666666	0.34304	100000
Sciliatum	NC_088643.1	ALG_5+ALG_55	ABAABABAA	3	6	1.6666666666666667	1.0	0.9995866666666668	39943843	97974678	40.76955782391038	100.0	1.0	100000
Davara	NC_089281.1	ALG_5+ALG_55	AAAAAAAAAAAAAABBBBBBBB	8	14	0.0	0.9801980198019802	1.000100396039604	0	30661186	0.0	0.0	0.0	100000
Celegans	NC_003283.11	ALG_5+ALG_55	BAAABAAAAAAAAABB	12	4	0.6	1.0	0.99926	11726795	20924180	56.04422730066363	60.0	0.15343	100000
Sciliatum	NC_088646.1	ALG_5+ALG_55	AAABAAAABB	3	7	0.6250000000000001	0.9375000000000002	0.9999687500000004	17036831	42331803	40.245937551963	66.66666666666666	0.28292	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_56	ABAAAAAAAAAAAAABBBBBBB	8	14	0.2178217821782178	0.9801980198019802	0.9997562376237624	1122480	2526311	44.43158423487844	22.222222222222225	0.00066	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_57	BBBBBABBAAAAAAAAAAAAA	7	14	0.24	1.08	0.9996444000000004	235817	2526311	9.33444061321033	22.222222222222225	0.00173	100000
Dpulex	NC_060020.1	ALG_5+ALG_58	AABABBA	3	4	1.2352941176470589	0.823529411764706	1.000188823529412	1890406	9193997	20.561307557529112	100.0	0.80091	100000
Sciliatum	NC_088643.1	ALG_5+ALG_59	ABBAABAAA	3	6	1.0	1.0	0.9991633333333332	42109754	97974678	42.9802423030163	100.0	0.64388	100000
Sciliatum	NC_088643.1	ALG_5+ALG_6	ABBAAAABA	3	6	1.0	1.0	1.0013133333333333	49278300	97974678	50.29697571448002	100.0	0.64214	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_6	BBBBBABBBBBBBBAAAAAAAAAAAAA	13	14	0.1602373887240356	0.9614243323442137	0.9998292284866468	334580	2526311	13.24381677473597	16.666666666666668	1e-05	100000
Sciliatum	NC_088646.1	ALG_5+ALG_61	AAABBAAABA	3	7	0.9375000000000002	0.9375000000000002	0.9997531250000002	11576828	42331803	27.347826408433395	100.0	0.58329	100000
Davara	NC_089281.1	ALG_5+ALG_64	AAAAAAAAAAAAAABBBBBB	6	14	0.0	0.9459459459459462	1.0013054054054054	0	30661186	0.0	0.0	6e-05	100000
Sciliatum	NC_088646.1	ALG_5+ALG_64	AAAABAAABBB	4	7	0.4888888888888889	0.9777777777777776	1.0023615555555556	9349334	42331803	22.08583933927879	50.0	0.13985	100000
Sciliatum	NC_088643.1	ALG_5+ALG_65	BABAABAAA	6	3	1.3333333333333333	1.0	0.99989	45493721	97974678	46.43416230467224	100.0	0.88218	100000
Davara	NC_089281.1	ALG_5+ALG_66	AAAAAAAAAAAAAABBBBBB	6	14	0.0	0.9459459459459462	1.0013608108108107	0	30661186	0.0	0.0	3e-05	100000
Sciliatum	NC_088643.1	ALG_5+ALG_66	ABAABBAABA	4	6	1.3157894736842102	1.052631578947368	1.0007052631578943	35868894	97974678	36.610371916710974	100.0	0.87985	100000
Pverrucosa	NC_089318.1	ALG_5+ALG_68	AAAABAABABBBAABAAAAA	14	6	0.9459459459459462	0.9459459459459462	0.9974162162162163	15760923	25701147	61.323811734939305	100.0	0.52617	100000
Davara	NC_089281.1	ALG_5+ALG_68	AABAABBABAAAAABAABAA	6	14	1.2162162162162165	0.9459459459459462	0.9981770270270274	6787160	30661186	22.135999566357285	100.0	0.89127	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_68	BAABBAAAAAAAABBAAABA	6	14	0.810810810810811	0.9459459459459462	0.9990432432432436	1248702	2526311	49.42788120702479	85.71428571428571	0.29892	100000
Hpanicea	NC_087391.1	ALG_5+ALG_68	AABAABAAABBBAAAABAAA	14	6	0.9459459459459462	0.9459459459459462	1.0001783783783786	2846527	5981790	47.58654182109369	100.0	0.52076	100000
Harmigera	NC_087139.1	ALG_5+ALG_68	BAAAAAABBAA	8	3	0.5945945945945946	0.891891891891892	1.00133	5428686	10744191	50.52670787405027	66.66666666666666	0.23468	100000
Sciliatum	NC_088643.1	ALG_5+ALG_68	BABABAAAAB	6	4	1.3157894736842102	1.052631578947368	1.000965789473684	52669515	97974678	53.75829354601196	100.0	0.8795	100000
Acrassa	OZ181681.1	ALG_5+ALG_68	AABBAABAAAAABAABA	5	12	1.1553398058252426	1.1553398058252426	0.9999598058252428	6510913	7182524	90.64937339575891	100.0	0.8199	100000
Hsymbiolongicarpus	NC_079883.1	ALG_5+ALG_68	AABAAAAAAAAAAABAB	14	3	1.0149253731343284	1.2686567164179103	1.0010767164179104	13846298	32621594	42.44519136618523	80.00000000000001	0.57993	100000
Nvectensis	NC_064040.1	ALG_5+ALG_68	BBAAAABAAAAAAABBABAA	6	14	0.810810810810811	0.9459459459459462	1.0006810810810811	10068816	17865913	56.35769076005239	85.71428571428571	0.29853	100000
Ccandelabrum	NC_085089.1	ALG_5+ALG_68	BABAABAABBAAAAAAAAA	14	5	0.9421487603305786	1.0991735537190084	1.001086446280992	2884694	8979813	32.12421015894206	85.71428571428571	0.49384	100000
Olobularis	NC_089181.1	ALG_5+ALG_68	AAABAAAAAABBBAAABA	5	13	0.8035714285714286	1.125	1.0011969642857144	2575601	3501993	73.5467203960716	71.42857142857143	0.32697	100000
Srosetta	NW_004754930.1	ALG_5+ALG_69	BBBBABBBAA	3	7	0.6250000000000001	0.9375000000000002	1.0002625000000005	189849	2372320	8.002672489377487	66.66666666666666	0.28203	100000
Srosetta	NW_004754930.1	ALG_5+ALG_7	BBBAAA	3	3	0.0	1.0	0.999115	0	2372320	0.0	0.0	0.10038	100000
Sciliatum	NC_088643.1	ALG_5+ALG_7	BBBBBBBABAAAAA	6	8	0.3414634146341463	1.024390243902439	1.0009948780487807	6267380	97974678	6.396938604891357	33.333333333333336	0.02793	100000
Cowczarzaki	NW_011887294.1	ALG_5+ALG_71	BBBABBBBBBAAAAAAAAAAAAA	9	14	0.2008733624454148	1.004366812227074	0.9995950655021832	334580	2526311	13.24381677473597	20.0	0.00028	100000
Sciliatum	NC_088643.1	ALG_5+ALG_72	BBBBBBBABAAAAA	6	8	0.3414634146341463	1.024390243902439	1.0005526829268296	6267380	97974678	6.396938604891357	33.333333333333336	0.02837	100000
Acrassa	OZ181681.1	ALG_5+ALG_73	ABABAABBBABAAAABBAAA	8	12	1.0465116279069766	0.9302325581395348	0.9989999999999996	5699384	7182524	79.35071292487153	100.0	0.66457	100000
Sciliatum	NC_088646.1	ALG_5+ALG_73	BAAABBABABAABBB	7	8	1.0824742268041236	0.9278350515463918	0.9999958762886598	19058203	42331803	45.02100465694787	100.0	0.70446	100000
Dpulex	NC_060020.1	ALG_5+ALG_73	BBAAABAB	4	4	1.0	1.0	0.999	4557515	9193997	49.5705513064666	100.0	0.62973	100000
Ccandelabrum	NC_085089.1	ALG_5+ALG_73	AAABBABABBAAAAAABAAABB	14	8	0.8712871287128713	0.9801980198019802	0.9996059405940594	7316684	8979813	81.47924683955	88.8888888888889	0.37062	100000
Pverrucosa	NC_089318.1	ALG_5+ALG_73	BAAAAAAAAABBBBBAABAAAB	14	8	0.5445544554455446	0.9801980198019802	0.9996113861386138	23581354	25701147	91.75214631471503	55.55555555555556	0.04148	100000
Nvectensis	NC_064040.1	ALG_5+ALG_73	BAAAABAABAABAAABBABABA	8	14	1.306930693069307	0.9801980198019802	1.001032673267327	11361205	17865913	63.59151642572088	100.0	0.9432	100000
Olobularis	NC_089181.1	ALG_5+ALG_73	AAABBBAAAAAAABBAABBBA	8	13	0.5614973262032086	1.0106951871657754	0.9993821390374332	2869480	3501993	81.93848474283072	55.55555555555556	0.05124	100000
Davara	NC_089281.1	ALG_5+ALG_73	BABABAAABAAAAABBBBAAAA	8	14	0.8712871287128713	0.9801980198019802	1.0004924752475244	13017331	30661186	42.45540599766754	88.8888888888889	0.37085	100000
Hpanicea	NC_087391.1	ALG_5+ALG_73	AAAAAABABBBAAAAABBBABA	14	8	0.7623762376237624	0.9801980198019802	1.00056	5099980	5981790	85.25842598954495	77.77777777777779	0.21228	100000
